region,industry,anzsco4_code,occupation,employment_2025,annual_growth_rate_pct,employment_growth_2025_2035,retirements_2025_2035,total_new_workers_expected_by_2035,net_worker_demand_2025_2035,positive_worker_demand_2025_2035,is_primary_industry_statewide
Eastern metropolitan,Wholesale trade,2515,Pharmacists,50.0785081133,-0.026004451319,-11.5997450117,10.1131787377,-1.486566274,-1.4865662739999994,0.0,False
Eastern metropolitan,Wholesale trade,2522,Complementary health therapists,3.0240817489,-0.015798781837,-0.44519358198,0.43916155843,-0.0060320235477,-0.0060320235499999875,0.0,False
Eastern metropolitan,Wholesale trade,2531,General practitioners and resident medical officers,4.780054511,-0.021735517478,-0.94301996119,0.35827845614,-0.58474150505,-0.58474150505,0.0,False
Eastern metropolitan,Wholesale trade,2533,Specialist physicians,9.2493490299,-0.047014422526,-3.5348988774,0.92081768328,-2.6140811941,-2.6140811941199997,0.0,False
Eastern metropolitan,Wholesale trade,2535,Surgeons,4.5883255145,-0.032275737047,-1.2833326979,0.63438079168,-0.64895190621,-0.64895190622,0.0,False
Eastern metropolitan,Wholesale trade,2542,Nurse educators and researchers,1.8532683437,-0.01074072607,-0.18970397228,0.34466616798,0.1549621957,0.1549621957,0.1549621957,False
Eastern metropolitan,Wholesale trade,2611,Ict business and systems analysts,128.6368854964,-0.00072375026894,-0.92798346576,11.6967240157,10.7687405499,10.768740549939999,10.7687405499,False
Eastern metropolitan,Wholesale trade,2612,Multimedia specialists and web developers,23.2172680554,-0.0031308237962,-0.71673582185,0.39568500342,-0.32105081842,-0.32105081842999994,0.0,False
Eastern metropolitan,Wholesale trade,2613,Software and applications programmers,184.224116132,-0.00066548213054,-1.22231368,15.4697838353,14.2474701553,14.2474701553,14.2474701553,False
Eastern metropolitan,Wholesale trade,2621,"Database and systems administrators, and ict security specialists",140.5137696276,0.0020118885814,2.8527123481,10.162491954,13.015204302,13.015204302099999,13.015204302,False
Eastern metropolitan,Wholesale trade,2631,Computer network professionals,103.2849973521,0.00042039851638,0.43503095099,6.4317132652,6.8667442162,6.86674421619,6.8667442162,False
Eastern metropolitan,Wholesale trade,2632,Ict support and test engineers,51.5827867668,0.00045825148715,0.236866928,2.1601736927,2.3970406207,2.3970406207,2.3970406207,False
Eastern metropolitan,Wholesale trade,2633,Telecommunications engineering professionals,36.0420162877,0.0017345272163,0.63006081617,3.1679350415,3.7979958577,3.7979958576699997,3.7979958577,False
Eastern metropolitan,Wholesale trade,2712,Judicial and other legal professionals,4.3195692006,-0.014750366672,-0.59648159879,0.93468148962,0.33819989084,0.33819989083,0.33819989084,False
Eastern metropolitan,Wholesale trade,2713,Solicitors,14.2644706957,-0.011216880366,-1.5216345987,1.8470403896,0.32540579098,0.3254057909000001,0.32540579098,False
Eastern metropolitan,Wholesale trade,2722,Ministers of religion,7.8305208712,-0.027007661471,-1.8754784804,2.7703601266,0.89488164624,0.8948816462,0.89488164624,False
Eastern metropolitan,Wholesale trade,2724,Social professionals,1.7542249807,-0.017832357771,-0.28887449686,0.40894474605,0.12007024919,0.12007024918999998,0.12007024919,False
Eastern metropolitan,Wholesale trade,3112,Medical technicians,41.1443567246,-0.0087381646507,-3.4571340553,5.9590897159,2.5019556606,2.5019556606,2.5019556606,False
Eastern metropolitan,Wholesale trade,3113,Primary products inspectors,2.0413760607,-0.0099959744731,-0.19511707235,0.55825124772,0.36313417536,0.36313417537000003,0.36313417536,False
Eastern metropolitan,Wholesale trade,3114,Science technicians,11.4629425502,0.0093440980167,1.1172878422,3.2806471175,4.3979349597,4.397934959700001,4.3979349597,False
Eastern metropolitan,Wholesale trade,3121,"Architectural, building and surveying technicians",13.6670874486,-0.0077599618557,-1.0242822273,2.3281431491,1.3038609218,1.3038609218000001,1.3038609218,False
Eastern metropolitan,Wholesale trade,3122,Civil engineering draftspersons and technicians,2.7939004694,0.018116895377,0.54949212145,0.62309863986,1.1725907613,1.17259076131,1.1725907613,False
Eastern metropolitan,Wholesale trade,3123,Electrical engineering draftspersons and technicians,18.3993157768,-0.0091769164428,-1.6204410153,4.1504750454,2.53003403,2.5300340301000004,2.53003403,False
Eastern metropolitan,Wholesale trade,3124,Electronic engineering draftspersons and technicians,13.6168592813,0.0041144725788,0.57074990088,3.2589166685,3.8296665693,3.82966656938,3.8296665693,False
Eastern metropolitan,Wholesale trade,3125,Mechanical engineering draftspersons and technicians,6.7159643059,0.017832225509,1.2984234062,1.6571864026,2.9556098088,2.9556098088000002,2.9556098088,False
Eastern metropolitan,Wholesale trade,3126,Safety inspectors,1.802497078,0.011179589466,0.21195767852,0.63261181732,0.84456949584,0.8445694958400001,0.84456949584,False
Eastern metropolitan,Wholesale trade,3129,Other building and engineering technicians,71.451621732,-0.0036536300268,-2.5680720415,20.2200159044,17.6519438629,17.6519438629,17.6519438629,False
Eastern metropolitan,Wholesale trade,3131,Ict support technicians,217.5379311544,-0.0080849249982,-16.9614995645,16.9514198174,-0.010079747033,-0.01007974709999715,0.0,False
Eastern metropolitan,Wholesale trade,3132,Telecommunications technical specialists,8.1133222342,-0.0025393507353,-0.20368730748,1.7150199476,1.5113326401,1.51133264012,1.5113326401,False
Eastern metropolitan,Wholesale trade,3211,Automotive electricians,25.8308343974,-0.02558224006,-5.8970230333,3.7017271861,-2.1952958471,-2.1952958472,0.0,False
Eastern metropolitan,Wholesale trade,3212,Motor mechanics,252.2327649909,-0.01325306902,-31.5037914063,38.8290208724,7.325229466,7.3252294661000015,7.325229466,False
Eastern metropolitan,Wholesale trade,3222,Sheetmetal trades workers,11.7210103541,-0.049716994194,-4.6822743506,3.0099048468,-1.6723695038,-1.6723695038000002,0.0,False
Eastern metropolitan,Wholesale trade,3223,Structural steel and welding trades workers,24.0607161586,0.004594535294,1.128616608,5.1518589327,6.2804755407,6.2804755406999995,6.2804755407,False
Eastern metropolitan,Wholesale trade,3232,Metal fitters and machinists,139.0524748348,0.012302960867,18.0864559926,36.9427891501,55.0292451426,55.0292451427,55.0292451426,False
Eastern metropolitan,Wholesale trade,3233,Precision metal trades workers,39.922203066,0.0022937563295,0.92522806046,9.1228070841,10.0480351446,10.04803514456,10.0480351446,False
Eastern metropolitan,Wholesale trade,3234,Toolmakers and engineering patternmakers,11.1598307121,0.0023705978676,0.26739481157,1.4112304259,1.6786252375,1.67862523747,1.6786252375,False
Eastern metropolitan,Wholesale trade,3241,Panelbeaters,5.7560804536,-0.044760279482,-2.1148297273,1.425631977,-0.68919775025,-0.6891977503,0.0,False
Eastern metropolitan,Wholesale trade,3242,Vehicle body builders and trimmers,1.9527422509,0.012351323188,0.25504627255,0.4121967,0.66724297254,0.66724297255,0.66724297254,False
Eastern metropolitan,Wholesale trade,3243,Vehicle painters,1.2305765712,-0.015286839087,-0.17568926497,0.069273855231,-0.10641540974,-0.106415409739,0.0,False
Eastern metropolitan,Wholesale trade,3312,Carpenters and joiners,9.1428079601,0.0014882413896,0.13698193089,1.1877249148,1.3247068457,1.32470684569,1.3247068457,False
Eastern metropolitan,Wholesale trade,3321,Floor finishers,3.5289689761,-0.022350563148,-0.71396258713,0.62478531588,-0.089177271243,-0.08917727125000008,0.0,False
Eastern metropolitan,Wholesale trade,3322,Painting trades workers,5.8458914869,0.016245941943,1.0222462081,2.1424841041,3.1647303123,3.1647303121999997,3.1647303123,False
Eastern metropolitan,Wholesale trade,3331,Glaziers,5.6869387407,-0.041098920861,-1.9491338849,0.46103245492,-1.48810143,-1.48810142998,0.0,False
Eastern metropolitan,Wholesale trade,3332,Plasterers,1.2414141619,0.0094785949288,0.12281660906,0.15754903421,0.28036564327,0.28036564327,0.28036564327,False
Eastern metropolitan,Wholesale trade,3341,Plumbers,13.5701413818,0.00039888033843,0.054225888089,1.7395489946,1.7937748827,1.793774882689,1.7937748827,False
Eastern metropolitan,Wholesale trade,3411,Electricians,99.4126891773,-0.0041402948172,-4.0401328502,18.5037469509,14.4636141007,14.4636141007,14.4636141007,False
Eastern metropolitan,Wholesale trade,3421,Airconditioning and refrigeration mechanics,4.2783375763,0.0028314211876,0.12269293246,0.41523464795,0.53792758041,0.53792758041,0.53792758041,False
Eastern metropolitan,Wholesale trade,3423,Electronics trades workers,114.6585941773,-0.0025010625894,-2.835622376,13.4849184539,10.6492960779,10.6492960779,10.6492960779,False
Eastern metropolitan,Wholesale trade,3424,Telecommunications trades workers,17.684520348,-0.0010577162392,-0.18616423418,3.3402074979,3.1540432637,3.1540432637199998,3.1540432637,False
Eastern metropolitan,Wholesale trade,3511,Bakers and pastrycooks,14.4952754302,-0.0049756760801,-0.70530146005,1.8383923149,1.1330908549,1.13309085485,1.1330908549,False
Eastern metropolitan,Wholesale trade,3512,Butchers and smallgoods makers,11.128928439,-0.0061776786001,-0.66870845144,2.646884653,1.9781762015,1.9781762015599997,1.9781762015,False
Eastern metropolitan,Wholesale trade,3513,Chefs,1.0858935167,0.0011713582994,0.012786960678,0.16784027774,0.18062723842,0.180627238418,0.18062723842,False
Eastern metropolitan,Wholesale trade,3622,Gardeners,10.6342775405,0.0075070085508,0.82583149883,2.225917196,3.0517486948,3.05174869483,3.0517486948,False
Eastern metropolitan,Wholesale trade,3624,Nurserypersons,81.4538536035,0.0054068397842,4.5127937399,19.5021393905,24.0149331304,24.0149331304,24.0149331304,False
Eastern metropolitan,Wholesale trade,3923,Printers,18.2489424278,-0.006074118355,-1.0786497502,4.6753769099,3.5967271598,3.5967271596999995,3.5967271598,False
Eastern metropolitan,Wholesale trade,3941,Cabinetmakers,5.3096390872,-0.0030547400041,-0.15998413956,0.90334353948,0.74335939992,0.74335939992,0.74335939992,False
Eastern metropolitan,Wholesale trade,3942,Wood machinists and other wood trades workers,6.894320456,-0.0016464843692,-0.11267654582,2.0468489839,1.9341724381,1.9341724380799998,1.9341724381,False
Eastern metropolitan,Wholesale trade,3992,"Chemical, gas, petroleum and power generation plant operators",4.0892612694,0.010439378394,0.44751632331,2.2936379828,2.7411543062,2.74115430611,2.7411543062,False
Eastern metropolitan,Wholesale trade,3995,Performing arts technicians,9.4191100166,-0.0024134013911,-0.2248679787,1.6349845458,1.4101165671,1.4101165671,1.4101165671,False
Eastern metropolitan,Wholesale trade,3999,Other miscellaneous technicians and trades workers,5.827872217,-7.3228679057e-05,-0.0042662677937,1.3662958425,1.3620295747,1.3620295747063,1.3620295747,False
Eastern metropolitan,Wholesale trade,4311,Bar attendants and baristas,1.2366516719,0.0048791984885,0.061680895219,0.076539316241,0.13822021146,0.13822021146,0.13822021146,False
Eastern metropolitan,Wholesale trade,4312,Cafe workers,1.8074873533,0.0048791984885,0.090152660271,0.24212143321,0.33227409348,0.332274093481,0.33227409348,False
Eastern metropolitan,Wholesale trade,4422,Security officers and guards,5.9186674267,-0.021297907463,-1.1463523797,1.7949692133,0.64861683364,0.6486168336,0.64861683364,False
Eastern metropolitan,Wholesale trade,5111,"Contract, program and project administrators",184.5150028641,-0.0046448604942,-8.3935266501,31.9109330202,23.5174063701,23.5174063701,23.5174063701,False
Eastern metropolitan,Wholesale trade,5121,Office managers,249.2841795487,-0.0090115795029,-21.5750116836,74.677533527,53.1025218434,53.1025218434,53.1025218434,False
Eastern metropolitan,Wholesale trade,5211,Personal assistants,60.2403050821,-0.018243716454,-10.1303448177,18.9317115185,8.8013667008,8.8013667008,8.8013667008,False
Eastern metropolitan,Wholesale trade,5212,Secretaries,13.0266177532,-0.016210341333,-1.9640944077,3.8124044583,1.8483100505,1.8483100506,1.8483100505,False
Eastern metropolitan,Wholesale trade,5311,General clerks,458.9635784491,-0.0065078898604,-29.0091287649,154.5677235876,125.5585948227,125.5585948227,125.5585948227,False
Eastern metropolitan,Wholesale trade,5321,Keyboard operators,110.5365333446,-0.025091539709,-24.8042812395,27.7816303156,2.9773490761,2.977349076100001,2.9773490761,False
Eastern metropolitan,Wholesale trade,5411,Call or contact centre workers,66.7801938854,-0.015013964959,-9.375367537,3.1215202636,-6.2538472734,-6.253847273400001,0.0,False
Eastern metropolitan,Wholesale trade,5412,Information officers,253.6342107382,-0.015569586635,-36.8348203382,42.6621442855,5.8273239473,5.827323947300002,5.8273239473,False
Eastern metropolitan,Wholesale trade,5421,Receptionists,98.8400353987,-0.013207029051,-12.304723127,24.5953141032,12.2905909761,12.290590976199999,12.2905909761,False
Eastern metropolitan,Wholesale trade,5511,Accounting clerks,670.4966604589,-0.00054210862487,-3.6259659289,170.3767021655,166.7507362366,166.7507362366,166.7507362366,False
Eastern metropolitan,Wholesale trade,5512,Bookkeepers,134.7754761144,-0.011221711226,-14.382793267,53.7622214186,39.3794281516,39.379428151599996,39.3794281516,False
Eastern metropolitan,Wholesale trade,5513,Payroll clerks,90.2124948182,-0.0042771835584,-3.7851279158,22.0931970878,18.308069172,18.308069172,18.308069172,False
Eastern metropolitan,Wholesale trade,5522,Credit and loans officers (aus) \ finance clerks (nz,32.3888750182,-0.0065538941255,-2.0612095319,4.4583448414,2.3971353095,2.3971353095,2.3971353095,False
Eastern metropolitan,Wholesale trade,5612,Couriers and postal deliverers,32.5604705468,-0.029625474932,-8.4567247461,12.3915361128,3.9348113667,3.9348113667,3.9348113667,False
Eastern metropolitan,Wholesale trade,5613,Filing and registry clerks,13.6681066216,-0.027319216691,-3.3068670264,5.3029707437,1.9961037173,1.9961037173000005,1.9961037173,False
Eastern metropolitan,Wholesale trade,5911,Purchasing and supply logistics clerks,1445.5945778958,-0.00011736494917,-1.6957255645,301.9752703893,300.2795448247,300.27954482480004,300.2795448247,False
Eastern metropolitan,Wholesale trade,5912,Transport and despatch clerks,234.2156679859,-0.0036752468825,-8.4670259366,40.720663941,32.2536380043,32.253638004399996,32.2536380043,False
Eastern metropolitan,Wholesale trade,5991,Conveyancers and legal executives,6.0519978063,-0.0062682202659,-0.36882907137,0.9164378876,0.54760881622,0.54760881623,0.54760881622,False
Eastern metropolitan,Wholesale trade,5993,Debt collectors,1.9903327608,-0.014561226772,-0.27154539582,0.20212965234,-0.069415743473,-0.06941574347999999,0.0,False
Eastern metropolitan,Wholesale trade,5994,Human resource clerks,20.0815333485,-0.0045420229599,-0.89368920478,3.9145534384,3.0208642336,3.0208642336200002,3.0208642336,False
Eastern metropolitan,Wholesale trade,5995,Inspectors and regulatory officers,4.4162191309,-0.0028641184636,-0.1248679206,1.0682501277,0.94338220713,0.9433822071000001,0.94338220713,False
Eastern metropolitan,Wholesale trade,5996,"Insurance investigators, loss adjusters and risk surveyors",3.0852864674,-0.045048253701,-1.1394346393,0.41747607232,-0.721958567,-0.7219585669800002,0.0,False
Eastern metropolitan,Wholesale trade,5999,Other miscellaneous clerical and administrative workers,20.2805301905,-0.0028012861647,-0.56100737667,8.0013240515,7.4403166749,7.440316674829999,7.4403166749,False
Eastern metropolitan,Wholesale trade,6111,"Auctioneers, and stock and station agents",43.7327958324,0.070668720929,42.8354055238,26.6884847318,69.5238902556,69.5238902556,69.5238902556,True
Eastern metropolitan,Wholesale trade,6113,Sales representatives,891.6508105357,-0.0093247346128,-79.7405911918,142.692638576,62.9520473842,62.952047384200014,62.9520473842,True
Eastern metropolitan,Wholesale trade,6121,Real estate sales agents,34.8732417532,0.0014122735295,0.49564736563,7.3572590301,7.8529063958,7.85290639573,7.8529063958,False
Eastern metropolitan,Wholesale trade,6211,Sales assistants (general,801.4973396432,-0.0011179499507,-8.9153957877,142.5860100939,133.6706143062,133.6706143062,133.6706143062,False
Eastern metropolitan,Wholesale trade,6212,Ict sales assistants,54.7438058919,0.0020271055746,1.1198924457,6.5133690499,7.6332614956,7.633261495599999,7.6332614956,False
Eastern metropolitan,Wholesale trade,6213,Motor vehicle and vehicle parts salespersons,133.2929139735,-0.016630701897,-20.5800429205,29.0241242772,8.4440813567,8.4440813567,8.4440813567,False
Eastern metropolitan,Wholesale trade,6214,Pharmacy sales assistants,13.0608518338,-0.0020018456492,-0.25911532903,1.7409668287,1.4818514996,1.4818514996699998,1.4818514996,False
Eastern metropolitan,Wholesale trade,6215,Retail supervisors,38.0634715473,0.00085661565696,0.32731740968,6.0192872796,6.3466046893,6.34660468928,6.3466046893,False
Eastern metropolitan,Wholesale trade,6216,Service station attendants,2.3878545601,0.00095883540156,0.022994636859,0.38839709822,0.41139173508,0.411391735079,0.41139173508,False
Eastern metropolitan,Wholesale trade,6217,Street vendors and related salespersons,7.1577559791,0.0058232591022,0.4279085185,0.74324247543,1.1711509939,1.17115099393,1.1711509939,False
Eastern metropolitan,Wholesale trade,6219,Other sales assistants and salespersons,59.1383304308,-0.0045224940241,-2.6207488113,10.6957701253,8.075021314,8.075021313999999,8.075021314,False
Eastern metropolitan,Wholesale trade,6311,Checkout operators and office cashiers,61.4165492262,-0.013509309645,-7.8103121795,6.1040096631,-1.7063025164,-1.7063025164,0.0,False
Eastern metropolitan,Wholesale trade,6391,Models and sales demonstrators,204.9409203769,-0.014854699501,-28.4868903409,41.1162022206,12.6293118797,12.629311879700001,12.6293118797,False
Eastern metropolitan,Wholesale trade,6392,Retail and wool buyers,32.9120796637,-0.001192383774,-0.39033926239,4.2481106074,3.857771345,3.85777134501,3.857771345,False
Eastern metropolitan,Wholesale trade,6393,Telemarketers,12.6127848938,-0.036272189319,-3.8960285432,2.2037142871,-1.6923142562,-1.6923142561,0.0,False
Eastern metropolitan,Wholesale trade,6395,Visual merchandisers,78.6465285016,0.0070611739833,5.7331921673,41.2599329543,46.9931251216,46.9931251216,46.9931251216,False
Eastern metropolitan,Wholesale trade,6399,Other sales support workers,14.655400273,0.02744065046,4.556270228,0.0,4.556270228,4.556270228,4.556270228,False
Eastern metropolitan,Wholesale trade,7112,Industrial spraypainters,2.7340554348,0.0014902964284,0.041019872408,0.65024494499,0.69126481739,0.6912648173979999,0.69126481739,False
Eastern metropolitan,Wholesale trade,7113,Paper and wood processing machine operators,19.8083461732,-0.010350154877,-1.9572936627,4.837435189,2.8801415263,2.8801415263,2.8801415263,False
Eastern metropolitan,Wholesale trade,7115,Plastics and rubber production machine operators,29.4160118634,-0.010560111724,-2.9628288061,8.5161233319,5.5532945258,5.553294525799999,5.5532945258,False
Eastern metropolitan,Wholesale trade,7116,Sewing machinists,7.9845150669,-0.0088196169718,-0.67690230148,4.4206437527,3.7437414512,3.74374145122,3.7437414512,False
Eastern metropolitan,Wholesale trade,7117,Textile and footwear production machine operators,3.5529374801,-0.0033586389948,-0.11754285836,1.233479572,1.1159367136,1.11593671364,1.1159367136,False
Eastern metropolitan,Wholesale trade,7119,Other machine operators,15.9703435814,-0.0052565608107,-0.81990887802,4.5664918067,3.7465829287,3.74658292868,3.7465829287,False
Eastern metropolitan,Wholesale trade,7121,"Crane, hoist and lift operators",8.7565224892,-0.011217258775,-0.93411489968,2.4866332123,1.5525183126,1.5525183126200002,1.5525183126,False
Eastern metropolitan,Wholesale trade,7123,Engineering production workers,18.7094923111,-0.010595990772,-1.8905507505,3.2670547018,1.3765039513,1.3765039512999997,1.3765039513,False
Eastern metropolitan,Wholesale trade,7129,Other stationary plant operators,6.0052189781,-0.0037573105809,-0.22185769345,1.3783096321,1.1564519387,1.1564519386499998,1.1564519387,False
Eastern metropolitan,Wholesale trade,7212,Earthmoving plant operators,5.4029405411,0.012995568271,0.74466002615,1.478459164,2.2231191902,2.2231191901500003,2.2231191902,False
Eastern metropolitan,Wholesale trade,7213,Forklift drivers,429.6280771337,0.0019686915704,8.5333773004,89.7383944849,98.2717717853,98.2717717853,98.2717717853,False
Eastern metropolitan,Wholesale trade,7311,Automobile drivers,2.4662457932,-0.012069642375,-0.28200926367,1.0800555084,0.79804624471,0.7980462447300001,0.79804624471,False
Eastern metropolitan,Wholesale trade,7321,Delivery drivers,309.0524504131,-0.0064200848361,-19.2779073841,93.5341301927,74.2562228086,74.2562228086,74.2562228086,False
Eastern metropolitan,Wholesale trade,7331,Truck drivers,267.3445906537,-0.0021018638118,-5.5663672571,81.3639573803,75.7975901232,75.7975901232,75.7975901232,False
Eastern metropolitan,Wholesale trade,7411,Storepersons,1692.0534845791,-0.00027218080662,-4.5998081035,385.7508244945,381.151016391,381.15101639100004,381.151016391,False
Eastern metropolitan,Wholesale trade,8111,Car detailers,11.8499312989,-0.024574312028,-2.6102345308,1.804266761,-0.80596776982,-0.8059677698000001,0.0,False
Eastern metropolitan,Wholesale trade,8112,Commercial cleaners,13.1690642638,-0.034190296576,-3.869329525,5.6023569255,1.7330274004,1.7330274004999997,1.7330274004,False
Eastern metropolitan,Wholesale trade,8211,Building and plumbing labourers,10.9995203662,-0.014187689503,-1.4646208639,1.9065316213,0.44191075743,0.4419107574000001,0.44191075743,False
Eastern metropolitan,Wholesale trade,8214,Insulation and home improvement installers,2.3787120901,-0.0063101665264,-0.14590940722,0.54385143612,0.3979420289,0.39794202889999997,0.3979420289,False
Eastern metropolitan,Wholesale trade,8311,Food and drink factory workers,83.7349838872,-0.00049554041394,-0.41401661797,23.2488807769,22.8348641589,22.83486415893,22.8348641589,False
Eastern metropolitan,Wholesale trade,8312,"Meat boners and slicers, and slaughterers",3.5784704882,0.008534652976,0.31741057929,0.61585176484,0.93326234413,0.9332623441300001,0.93326234413,False
Eastern metropolitan,Wholesale trade,8313,"Meat, poultry and seafood process workers",10.3475446244,-0.00053347294756,-0.055069021727,2.3580382495,2.3029692278,2.302969227773,2.3029692278,False
Eastern metropolitan,Wholesale trade,8321,Packers,220.1588489511,-0.0061173115589,-13.1030459151,60.0893753586,46.9863294435,46.986329443500004,46.9863294435,False
Eastern metropolitan,Wholesale trade,8322,Product assemblers,102.4251031834,0.0023250126899,2.4064672523,28.2230515375,30.6295187898,30.629518789800002,30.6295187898,False
Eastern metropolitan,Wholesale trade,8391,Metal engineering process workers,7.5199540244,0.0057005682084,0.43984569554,1.7547578892,2.1946035847,2.19460358474,2.1946035847,False
Eastern metropolitan,Wholesale trade,8393,Product quality controllers,70.8930040283,-0.0071139975336,-4.8848996438,20.7798341908,15.894934547,15.894934546999998,15.894934547,False
Eastern metropolitan,Wholesale trade,8394,Timber and wood process workers,20.307075992,-0.020371992021,-3.7775908308,3.7486609803,-0.028929850544,-0.028929850499999965,0.0,False
Eastern metropolitan,Wholesale trade,8399,Other factory process workers,36.4186835145,-0.0042912313037,-1.5329740054,8.4923037116,6.9593297062,6.9593297062,6.9593297062,False
Eastern metropolitan,Wholesale trade,8412,Crop farm workers,19.9612844364,-0.044368886679,-7.2821007599,6.0654945609,-1.216606199,-1.2166061989999992,0.0,False
Eastern metropolitan,Wholesale trade,8413,Forestry and logging workers,2.8195929294,-0.076499232696,-1.5473823024,0.31508923147,-1.232293071,-1.23229307093,0.0,False
Eastern metropolitan,Wholesale trade,8414,Garden and nursery labourers,116.2907177372,0.029558794445,39.3261170923,34.2629674223,73.5890845146,73.5890845146,73.5890845146,False
Eastern metropolitan,Wholesale trade,8415,Livestock farm workers,2.4550918268,-0.022316419066,-0.4960172975,0.49063411951,-0.005383177989,-0.005383177989999988,0.0,False
Eastern metropolitan,Wholesale trade,8512,Food trades assistants,3.4151514179,0.042550286106,1.7654488278,0.95957392423,2.7250227521,2.72502275203,2.7250227521,False
Eastern metropolitan,Wholesale trade,8513,Kitchenhands,26.6799261082,-0.016613499683,-4.1153570591,6.3122780117,2.1969209525,2.1969209526,2.1969209525,False
Eastern metropolitan,Wholesale trade,8911,Freight and furniture handlers,35.5769316339,0.0032063905997,1.1573363129,9.5447729243,10.7021092372,10.7021092372,10.7021092372,False
Eastern metropolitan,Wholesale trade,8912,Shelf fillers,29.1310976549,-0.0074247787167,-2.0920655486,0.10040186561,-1.991663683,-1.9916636829899999,0.0,False
Eastern metropolitan,Wholesale trade,8993,Handypersons,12.0227075938,0.016871660366,2.1895714004,11.1700033776,13.359574778,13.359574778,13.359574778,False
Eastern metropolitan,Wholesale trade,8994,Motor vehicle parts and accessories fitters,34.0756481606,-0.021026654048,-6.5236689726,4.4793915042,-2.0442774685,-2.0442774684000007,0.0,False
Eastern metropolitan,Wholesale trade,8999,Other miscellaneous labourers,22.6311484835,0.0014868102168,0.3387424605,7.728815969,8.0675584295,8.0675584295,8.0675584295,False
Gippsland,Accommodation and food services,1111,Chief executives and managing directors,12.8051081426,0.015229379105,2.0893607271,4.205960883,6.2953216101,6.2953216101,6.2953216101,False
Gippsland,Accommodation and food services,1112,General managers,38.500096672,0.01620051064,6.7121312285,7.9553833941,14.6675146227,14.667514622599999,14.6675146227,False
Gippsland,Accommodation and food services,1212,Crop farmers,1.6944673666,-0.035612717462,-0.51537465216,0.49825238095,-0.017122271208,-0.017122271209999984,0.0,False
Gippsland,Accommodation and food services,1213,Livestock farmers,7.0897164675,-0.03947405044,-2.3503543841,2.1875242505,-0.16283013361,-0.16283013359999998,0.0,False
Gippsland,Accommodation and food services,1311,"Advertising, public relations and sales managers",3.7219604671,0.020918355391,0.85610372471,0.40871976973,1.2648234944,1.2648234944399999,1.2648234944,False
Gippsland,Accommodation and food services,1323,Human resource managers,16.5670193935,0.015514233972,2.7573144392,3.0258307103,5.7831451495,5.7831451495,5.7831451495,False
Gippsland,Accommodation and food services,1331,Construction managers,4.3864325647,0.020918355391,1.0089417365,0.98279273694,1.9917344734,1.99173447344,1.9917344734,False
Gippsland,Accommodation and food services,1334,Manufacturers,4.6421343243,0.020918355391,1.0677567698,0.77178766537,1.8395444352,1.8395444351699999,1.8395444352,False
Gippsland,Accommodation and food services,1399,Other specialist managers,2.3154332626,0.020918355391,0.53258250804,0.46042768662,0.99301019466,0.99301019466,0.99301019466,False
Gippsland,Accommodation and food services,1411,Cafe and restaurant managers,466.8968765922,0.013049685785,64.6339176694,113.4935364171,178.1274540865,178.1274540865,178.1274540865,True
Gippsland,Accommodation and food services,1412,Caravan park and camping ground managers,134.4826270413,0.016214267787,23.4671677177,126.9674725022,150.4346402198,150.4346402199,150.4346402198,True
Gippsland,Accommodation and food services,1413,Hotel and motel managers,212.0882517496,0.01495999075,33.9518178575,80.7211619229,114.6729797805,114.6729797804,114.6729797805,True
Gippsland,Accommodation and food services,1414,Licensed club managers,68.807013064,-0.0025982412955,-1.7670136128,4.6133870068,2.846373394,2.846373394,2.846373394,True
Gippsland,Accommodation and food services,1419,Other accommodation and hospitality managers,108.4574066889,0.016373802441,19.1258957383,93.1912750343,112.3171707726,112.31717077260001,112.3171707726,True
Gippsland,Accommodation and food services,1421,Retail managers,403.1494801184,0.012961195151,55.4084305342,77.042307924,132.4507384582,132.4507384582,132.4507384582,False
Gippsland,Accommodation and food services,1491,"Amusement, fitness and sports centre managers",6.1001411608,0.014726018784,0.96023513844,0.85096653214,1.8112016706,1.81120167058,1.8112016706,False
Gippsland,Accommodation and food services,1492,Call or contact centre and customer service managers,5.8433454864,0.01404701804,0.8746929984,0.84619474714,1.7208877455,1.72088774554,1.7208877455,False
Gippsland,Accommodation and food services,1493,Conference and event organisers,12.3867568143,0.013689517789,1.8040526056,1.3173124826,3.1213650883,3.1213650882,3.1213650883,False
Gippsland,Accommodation and food services,1499,"Other hospitality, retail and service managers",12.0506064733,0.015099630437,1.9483479928,2.2711309025,4.2194788953,4.2194788953,4.2194788953,False
Gippsland,Accommodation and food services,2111,"Actors, dancers and other entertainers",4.0368212596,-0.002508260237,-0.10011872233,1.2058471977,1.1057284754,1.10572847537,1.1057284754,False
Gippsland,Accommodation and food services,2211,Accountants,7.2988804494,0.018412408947,1.4608970292,0.82079582391,2.2816928531,2.28169285311,2.2816928531,False
Gippsland,Accommodation and food services,2233,Training and development professionals,5.9183537013,0.039095854128,2.7663906121,1.3940572153,4.1604478274,4.1604478274,4.1604478274,False
Gippsland,Accommodation and food services,2247,Management and organisation analysts,4.6202737088,0.015888120825,0.78884514299,0.23096774862,1.0198128916,1.01981289161,1.0198128916,False
Gippsland,Accommodation and food services,2251,Advertising and marketing professionals,3.5313009356,0.015888120825,0.60291873752,0.36135723985,0.96427597737,0.96427597737,0.96427597737,False
